DateTime,cpu %user,cpu %nice,cpu %sys,cpu %iowait,cpu %steal,%idle,Total Memory,Used Memory,Free Memory,Shared Memory,Buffers Memory,Cached Memory,Load-1Min,Load-5Min,Load-15Min,Server Status
09-04-2019 18:10,14.07,0,2.01,0,0,83.92,7823,5343,759,291,1719,1826,0.44,0.38,0.41,Warning
09-04-2019 18:15,3.54,0,6.57,0,0,89.9,7823,5269,833,291,1719,1901,0.18,0.34,0.4,Warning
09-04-2019 18:20,3.55,0,6.09,0,0,90.36,7823,5257,843,291,1721,1912,0.8,0.68,0.54,Warning
09-04-2019 18:25,2.53,0,6.57,0,0,90.91,7823,5126,976,291,1719,2045,0.31,0.41,0.45,Warning
09-04-2019 18:30,5.05,0,12.63,0,0,82.32,7823,5255,846,291,1721,1916,0.01,0.2,0.36,Warning
09-04-2019 18:35,2.53,0,6.57,0,0,90.91,7823,5269,831,291,1721,1902,0.47,0.4,0.41,Warning
09-04-2019 18:40,20.81,0,10.15,0,0,69.04,7823,5190,910,291,1722,1981,0.04,0.18,0.31,Warning
09-04-2019 18:45,13,0,9,0,0,78,7823,5122,979,291,1721,2050,0.26,0.27,0.32,Warning
09-04-2019 18:50,52,0,21.5,0,0,26.5,7823,5136,964,291,1722,2036,0.04,0.13,0.24,Warning
09-04-2019 18:55,3.52,0,8.04,0,0,88.44,7823,5179,921,291,1722,1993,0.34,0.21,0.24,Warning
09-04-2019 19:00,3.02,0,7.54,0,0,89.45,7823,5190,910,291,1722,1982,0.11,0.18,0.22,Warning
09-04-2019 19:05,2,0,6,0,0,92,7823,5190,909,291,1723,1982,0.22,0.22,0.23,Warning
09-04-2019 19:15,3,0,8.5,0,0,88.5,7823,5139,959,291,1724,2033,0.16,0.25,0.24,Warning
09-04-2019 19:20,3,0,8.5,0,0,88.5,7823,5100,998,291,1724,2072,0.01,0.15,0.21,Warning
09-04-2019 19:25,3.02,0,7.04,0,0,89.95,7823,5177,919,291,1725,1994,1.09,0.52,0.34,Warning
09-04-2019 19:30,3.02,0,7.04,0,0,89.95,7823,5062,1036,291,1724,2111,0.06,0.36,0.33,Normal
09-04-2019 19:35,13,0,11,0,0,76,7823,5059,1038,291,1724,2114,0.06,0.19,0.27,Normal
09-04-2019 19:40,2.51,0,6.53,0,0,90.95,7823,5126,969,291,1726,2045,0.22,0.3,0.31,Warning
09-04-2019 19:45,0.5,0,0.5,0,0,99,7823,5049,1048,291,1725,2124,0.01,0.14,0.25,Normal
09-04-2019 19:50,2.01,0,6.53,0,0,91.46,7823,5140,955,291,1727,2032,0.08,0.16,0.22,Warning
09-04-2019 19:55,30.65,0,14.07,0,0,55.28,7823,5152,943,291,1727,2020,0.07,0.13,0.21,Warning
09-04-2019 20:00,2.54,0,8.63,0,0,88.83,7823,5035,1060,291,1727,2137,0.05,0.08,0.16,Normal
09-04-2019 20:05,2,0,6,0,0,92,7823,5035,1060,291,1726,2138,0.02,0.06,0.13,Normal
09-04-2019 20:10,2.54,0,8.63,0,0,88.83,7823,5261,832,291,1729,1910,0.32,0.11,0.14,Warning
09-04-2019 20:15,2.01,0,7.54,0,0,90.45,7823,5126,968,291,1728,2046,0.13,0.1,0.13,Warning
09-04-2019 20:20,19.1,0,12.06,0,0,68.84,7823,5061,1033,291,1727,2111,0.03,0.16,0.17,Normal
09-04-2019 20:25,25.5,0,12,0,0,62.5,7823,5074,1020,291,1728,2099,0,0.07,0.13,Normal
09-04-2019 20:30,38.89,0,19.19,0,0,41.92,7823,5165,927,291,1729,2006,0.5,0.23,0.17,Warning
09-04-2019 20:35,63.5,0,20.5,0,0,16,7823,5264,827,291,1731,1906,0.6,0.27,0.19,Warning
09-04-2019 20:40,3.03,0,8.59,0,0,88.38,7823,5179,913,291,1730,1993,0.09,0.23,0.21,Warning
09-04-2019 20:45,2.51,0,6.03,0,0,91.46,7823,5049,1044,291,1729,2124,0.08,0.22,0.22,Normal
09-04-2019 20:50,3.02,0,8.54,0,0,88.44,7823,5048,1044,291,1730,2124,0.09,0.19,0.21,Normal
09-04-2019 20:55,0.5,0,0.5,0,0,98.99,7823,5062,1030,291,1730,2111,0.06,0.19,0.22,Normal
09-04-2019 21:00,2.51,0,7.04,0,0,90.45,7823,5049,1043,291,1730,2124,0.06,0.15,0.2,Normal
09-04-2019 21:05,2.53,0,7.07,0,0,90.4,7823,5035,1057,291,1730,2137,0.11,0.18,0.22,Normal
09-04-2019 21:10,3.02,0,7.04,0,0,89.95,7823,5062,1030,291,1730,2111,0.33,0.16,0.2,Normal
09-04-2019 21:15,2.02,0,6.06,0,0,91.92,7823,5036,1056,291,1730,2137,0.11,0.12,0.18,Normal
09-04-2019 21:20,2.01,0,6.03,0,0,91.96,7823,5063,1028,291,1730,2110,0.18,0.21,0.21,Normal
09-04-2019 21:27,2.51,0,5.03,0,0,92.46,7823,5049,1042,291,1730,2124,0.43,0.22,0.21,Normal
09-04-2019 21:30,2.51,0,8.54,0,0,88.94,7823,5037,1055,291,1730,2137,0.05,0.15,0.19,Normal
09-04-2019 21:35,3.5,0,8,0,0,88.5,7823,5115,975,291,1732,2057,0.59,0.4,0.28,Warning
09-04-2019 21:40,4.02,0,7.04,0,0,88.94,7823,5102,988,291,1732,2070,0.17,0.35,0.31,Warning
09-04-2019 21:45,3.02,0,6.53,0,0,90.45,7823,5115,974,291,1733,2057,0.12,0.25,0.29,Warning
09-04-2019 21:50,2.99,0,7.96,0.5,0,88.56,7823,5036,1053,291,1732,2137,0.07,0.19,0.26,Normal
09-04-2019 21:55,4.02,0,6.53,0,0,89.45,7823,5062,1027,291,1733,2111,0.04,0.1,0.2,Normal
09-04-2019 22:00,4.52,0,7.54,0,0,87.94,7823,5179,908,291,1735,1992,0.15,0.17,0.21,Warning
09-04-2019 22:05,3.52,0,12.56,0,0,83.92,7823,5127,960,291,1734,2045,0.2,0.14,0.19,Warning
09-04-2019 22:10,3.52,0,7.04,0,0,89.45,7823,5140,946,291,1735,2031,0.18,0.12,0.17,Warning
09-04-2019 22:15,2.53,0,7.07,0,0,90.4,7823,5087,999,291,1735,2085,0.02,0.07,0.13,Warning
09-04-2019 22:20,2.53,0,7.07,0,0,90.4,7823,5048,1038,291,1735,2124,0.02,0.04,0.11,Normal
09-04-2019 22:25,2.51,0,7.54,0,0,89.95,7823,5037,1051,291,1734,2136,0.02,0.1,0.13,Normal
09-04-2019 22:30,4,0,10.5,0,0,85.5,7823,5154,932,291,1736,2018,0.11,0.14,0.14,Warning
09-04-2019 22:35,4.02,0,7.04,0,0,88.94,7823,5087,999,291,1735,2085,0.28,0.23,0.18,Warning
09-04-2019 22:40,2.01,0,6.53,0,0,91.46,7823,5049,1037,291,1736,2123,0,0.1,0.14,Normal
09-04-2019 22:45,17.17,0,16.67,0,0,66.16,7823,5049,1037,291,1736,2124,0.19,0.11,0.14,Normal
09-04-2019 22:50,2.5,0,6.5,0,0,91,7823,5062,1023,291,1737,2110,0.03,0.1,0.13,Normal
09-04-2019 22:55,2.51,0,8.04,0,0,89.45,7823,5037,1048,291,1737,2136,0.19,0.1,0.12,Normal
09-04-2019 23:00,2.51,0,6.53,0,0,90.95,7823,5048,1036,291,1737,2125,0.19,0.24,0.19,Normal
09-04-2019 23:05,2.02,0,5.05,0,0,92.93,7823,5089,996,291,1737,2084,0.03,0.12,0.15,Warning
09-04-2019 23:10,2.01,0,6.53,0,0,91.46,7823,5049,1036,291,1737,2124,0.03,0.06,0.12,Normal
09-04-2019 23:15,3.54,0,8.08,0,0,88.38,7823,5049,1035,291,1737,2123,0.1,0.13,0.14,Normal
09-04-2019 23:20,2,0,6.5,0,0,91.5,7823,5049,1035,291,1737,2124,0.01,0.07,0.12,Normal
09-04-2019 23:25,3.02,0,6.53,0,0,90.45,7823,5062,1022,291,1738,2111,0.11,0.16,0.15,Normal
09-04-2019 23:30,3.02,0,6.53,0,0,90.45,7823,5075,1008,291,1739,2097,0.06,0.12,0.13,Normal
09-04-2019 23:35,8,0,9,0,0,83,7823,5046,1038,291,1738,2127,0.01,0.07,0.12,Normal
09-04-2019 23:40,2.01,0,6.03,0,0,91.96,7823,5037,1046,291,1739,2136,0.14,0.09,0.12,Normal
09-04-2019 23:45,2.51,0,7.04,0,0,90.45,7823,5074,1009,291,1739,2098,0.17,0.16,0.14,Normal
09-04-2019 23:50,2.01,0,5.53,0,0,92.46,7823,5062,1020,291,1740,2110,0.35,0.29,0.2,Normal
09-04-2019 23:55,2.99,0,7.96,0,0,89.05,7823,5048,1038,291,1735,2124,0.69,0.39,0.26,Normal
10-04-2019 00:00,2.53,0,4.55,0,0,92.93,7823,5035,1051,291,1735,2137,0.17,0.19,0.21,Normal
10-04-2019 00:05,8.12,0,18.78,26.4,0,46.7,7823,5078,996,291,1748,2095,0.07,0.1,0.17,Normal
10-04-2019 00:10,3,0,6.5,0,0,90.5,7823,5037,747,291,2038,2136,0.19,0.13,0.16,Normal
10-04-2019 00:15,7.96,0,21.39,29.35,0,41.29,7823,5057,710,291,2055,2116,0.05,0.16,0.18,Normal
10-04-2019 00:20,2.5,0,5.5,0,0,92,7823,5040,726,291,2055,2133,0.11,0.11,0.14,Normal
10-04-2019 00:20,5.03,0,14.07,0,0,80.9,7823,5039,727,291,2055,2134,0,0.06,0.12,Normal
10-04-2019 00:25,3,0,9,0,0,88,7823,5039,726,291,2056,2133,0.02,0.08,0.12,Normal
10-04-2019 00:30,3.48,0,9.95,0,0,86.57,7823,5039,726,291,2057,2133,0.22,0.1,0.12,Normal
10-04-2019 00:35,3.03,0,8.08,0,0,88.89,7823,5038,727,291,2056,2135,0,0.05,0.1,Normal
10-04-2019 00:40,3,0,7.5,0,0,89.5,7823,5039,727,291,2056,2134,0.01,0.04,0.09,Normal
10-04-2019 00:45,2.01,0,6.03,0,0,91.96,7823,5038,727,291,2056,2135,0.01,0.04,0.08,Normal
10-04-2019 00:50,3.52,0,6.03,0,0,90.45,7823,5039,726,291,2056,2134,0,0.04,0.07,Normal
10-04-2019 00:55,2.51,0,7.54,0,0,89.95,7823,5038,727,291,2057,2134,0.06,0.05,0.06,Normal
10-04-2019 01:00,2.51,0,8.04,0,0,89.45,7823,5039,726,291,2057,2134,0.03,0.04,0.05,Normal
10-04-2019 01:05,2.01,0,6.53,0,0,91.46,7823,5039,726,291,2057,2133,0.08,0.05,0.05,Normal
10-04-2019 01:10,2.51,0,5.53,0,0,91.96,7823,5039,725,291,2057,2133,0.02,0.07,0.05,Normal
10-04-2019 01:15,2,0,7,0,0,91,7823,5052,713,291,2057,2121,0.1,0.08,0.06,Normal
10-04-2019 01:20,2.51,0,7.54,0,0,89.95,7823,5039,726,291,2057,2134,0,0.04,0.05,Normal
10-04-2019 01:25,2.51,0,7.54,0,0,89.95,7823,5040,724,291,2057,2132,0.01,0.05,0.05,Normal
10-04-2019 01:30,3.54,0,9.09,0,0,87.37,7823,5040,724,291,2057,2132,0.05,0.06,0.05,Normal
10-04-2019 01:35,2.51,0,8.54,0.5,0,88.44,7823,5042,722,291,2057,2131,0,0.02,0.05,Normal
10-04-2019 01:40,2.01,0,6.53,0,0,91.46,7823,5041,722,291,2058,2131,0.01,0.05,0.05,Normal
10-04-2019 01:45,11.5,0,7.5,0,0,81,7823,5068,696,291,2057,2105,0.02,0.04,0.05,Normal
10-04-2019 01:50,2.5,0,7,0,0,90.5,7823,5040,725,291,2058,2133,0,0.02,0.05,Normal
10-04-2019 01:55,2.51,0,6.53,0,0,90.95,7823,5040,724,291,2058,2133,0,0.01,0.05,Normal
10-04-2019 02:00,3.02,0,9.05,0,0,87.94,7823,5041,722,291,2058,2131,0.1,0.09,0.06,Normal
10-04-2019 02:05,2.51,0,6.53,0,0,90.95,7823,5041,723,291,2058,2132,0.14,0.13,0.08,Normal
10-04-2019 02:10,3.02,0,8.04,0,0,88.94,7823,5040,723,291,2059,2133,0.01,0.07,0.07,Normal
10-04-2019 02:15,2.53,0,6.06,0,0,91.41,7823,5040,723,291,2059,2132,0,0.03,0.05,Normal
10-04-2019 02:20,3.03,0,7.58,0,0,89.39,7823,5040,723,291,2058,2132,0.04,0.03,0.05,Normal
10-04-2019 02:25,2.53,0,7.07,0,0,90.4,7823,5040,723,291,2058,2132,0.6,0.17,0.09,Normal
10-04-2019 02:30,30.65,0,14.57,0,0,54.77,7823,5078,685,291,2058,2095,0.06,0.09,0.08,Normal
10-04-2019 02:35,2.53,0,9.09,0,0,88.38,7823,5040,723,291,2059,2132,0,0.04,0.05,Normal
10-04-2019 02:40,2.5,0,6,0,0,91.5,7823,5040,723,291,2059,2132,0.01,0.04,0.05,Normal
10-04-2019 02:45,2.5,0,6,0,0,91.5,7823,5039,724,291,2059,2134,0.02,0.04,0.05,Normal
10-04-2019 02:50,2.01,0,5.53,0,0,92.46,7823,5039,724,291,2059,2133,0,0.04,0.05,Normal
10-04-2019 02:55,3.03,0,6.06,0,0,90.91,7823,5066,697,291,2059,2107,0.24,0.09,0.06,Normal
10-04-2019 03:00,2.51,0,7.54,0,0,89.95,7823,5039,724,291,2059,2133,0.06,0.07,0.05,Normal
10-04-2019 03:05,3,0,8.5,0,0,88.5,7823,5039,724,291,2059,2134,0,0.05,0.05,Normal
10-04-2019 03:10,3.02,0,6.53,0,0,90.45,7823,5040,723,291,2059,2133,0.08,0.04,0.05,Normal
10-04-2019 03:15,2.53,0,7.07,0,0,90.4,7823,5040,723,291,2059,2133,0.02,0.04,0.05,Normal
10-04-2019 03:20,2.51,0,7.54,0,0,89.95,7823,5041,722,291,2059,2132,0.01,0.04,0.05,Normal
10-04-2019 03:25,2.5,0,7.5,0,0,90,7823,5041,721,291,2059,2131,0.08,0.04,0.05,Normal
10-04-2019 03:30,2.02,0,7.07,0,0,90.91,7823,5045,707,291,2070,2128,0.01,0.03,0.05,Normal
10-04-2019 03:35,2.5,0,7.5,0,0,90,7823,5044,704,291,2073,2128,0.04,0.04,0.05,Normal
10-04-2019 03:40,2.53,0,5.56,0,0,91.92,7823,5044,704,291,2073,2128,0.02,0.04,0.05,Normal
10-04-2019 03:45,2.51,0,5.53,0,0,91.96,7823,5045,704,291,2073,2128,0.01,0.04,0.05,Normal
10-04-2019 03:50,2.51,0,5.53,0,0,91.96,7823,5044,704,291,2073,2128,0.03,0.04,0.05,Normal
10-04-2019 03:55,2,0,6.5,0,0,91.5,7823,5044,704,291,2073,2128,0.16,0.06,0.06,Normal
10-04-2019 04:00,2,0,5.5,0,0,92.5,7823,5044,704,291,2073,2128,0.28,0.12,0.07,Normal
10-04-2019 04:05,2.01,0,5.53,0,0,92.46,7823,5044,703,291,2074,2128,0.12,0.1,0.07,Normal
10-04-2019 04:10,3,0,7.5,0,0,89.5,7823,5044,703,291,2074,2128,0.8,0.21,0.1,Normal
10-04-2019 04:15,2.5,0,6,0,0,91.5,7823,5044,703,291,2074,2128,0.33,0.18,0.11,Normal
10-04-2019 04:20,3,0,6,0,0,91,7823,5044,703,291,2074,2128,0,0.07,0.09,Normal
10-04-2019 04:25,2.51,0,6.53,0,0,90.95,7823,5044,703,291,2074,2128,0.09,0.07,0.08,Normal
10-04-2019 04:30,3.54,0,10.1,0,0,86.36,7823,5045,702,291,2075,2128,0,0.03,0.06,Normal
10-04-2019 04:35,2.51,0,7.04,0,0,90.45,7823,5045,703,291,2074,2128,0,0.03,0.05,Normal
10-04-2019 04:40,3.54,0,9.09,0,0,87.37,7823,5045,702,291,2074,2128,0.05,0.04,0.05,Normal
10-04-2019 04:45,3.03,0,7.58,0,0,89.39,7823,5044,703,291,2074,2129,0.15,0.06,0.06,Normal
10-04-2019 04:50,2.53,0,8.08,0,0,89.39,7823,5045,702,291,2074,2128,0.02,0.06,0.05,Normal
10-04-2019 04:55,27.14,0,10.05,0,0,62.81,7823,5109,637,291,2075,2063,0.27,0.1,0.06,Warning
10-04-2019 05:00,3.52,0,8.54,0,0,87.94,7823,5045,702,291,2075,2128,0,0.05,0.05,Normal
10-04-2019 05:05,4,0,8.5,0,0,87.5,7823,5045,702,291,2075,2128,0.02,0.04,0.05,Normal
10-04-2019 05:10,2.54,0,6.6,0,0,90.86,7823,5044,703,291,2075,2128,0.24,0.07,0.06,Normal
10-04-2019 05:15,3.96,0,9.41,0,0,86.63,7823,5045,702,291,2075,2128,0.01,0.05,0.05,Normal
10-04-2019 05:20,2.51,0,6.53,0,0,90.95,7823,5045,702,291,2075,2128,0.01,0.04,0.05,Normal
10-04-2019 05:25,2.02,0,9.09,0,0,88.89,7823,5045,702,291,2075,2128,0,0.04,0.05,Normal
10-04-2019 05:30,3.5,0,7.5,0,0,89,7823,5045,702,291,2075,2128,0.06,0.06,0.05,Normal
10-04-2019 05:35,3.02,0,6.53,0,0,90.45,7823,5047,700,291,2075,2126,0.06,0.04,0.05,Normal
10-04-2019 05:40,2.5,0,7,0,0,90.5,7823,5045,701,291,2075,2127,0.01,0.04,0.05,Normal
10-04-2019 05:45,3.54,0,9.6,0,0,86.87,7823,5045,702,291,2075,2128,0.04,0.06,0.05,Normal
10-04-2019 05:50,2.51,0,7.54,0,0,89.95,7823,5045,702,291,2075,2128,0,0.03,0.05,Normal
10-04-2019 05:55,2.02,0,5.05,0,0,92.93,7823,5045,702,291,2075,2128,0.03,0.04,0.05,Normal
10-04-2019 06:00,2.51,0,8.04,0,0,89.45,7823,5045,701,291,2075,2127,0.06,0.03,0.05,Normal
10-04-2019 06:05,2.51,0,7.04,0,0,90.45,7823,5045,702,291,2076,2128,0,0.02,0.05,Normal
10-04-2019 06:10,2.01,0,5.53,0,0,92.46,7823,5045,701,291,2076,2127,0.1,0.06,0.05,Normal
10-04-2019 06:15,2.5,0,5.5,0,0,92,7823,5039,355,291,2428,2133,0.54,0.26,0.13,Normal
10-04-2019 06:20,3.52,0,9.05,0,0,87.44,7823,5039,355,291,2428,2133,0.01,0.11,0.11,Normal
10-04-2019 06:25,2.01,0,6.03,0,0,91.96,7823,5039,339,290,2444,2134,0.11,0.13,0.12,Normal
10-04-2019 06:30,2,0,5.5,0,0,92.5,7823,5039,325,290,2458,2134,0.03,0.06,0.1,Normal
10-04-2019 06:38,2.51,0,6.53,0,0,90.95,7823,5039,324,290,2458,2134,0.1,0.07,0.1,Normal
10-04-2019 06:40,2.01,0,5.03,0,0,92.96,7823,5039,324,290,2458,2134,0.03,0.06,0.09,Normal
10-04-2019 06:45,2.5,0,6,0,0,91.5,7823,5039,324,290,2459,2134,0.02,0.04,0.08,Normal
10-04-2019 06:50,2.01,0,5.53,0,0,92.46,7823,5042,321,290,2459,2131,0,0.04,0.06,Normal
10-04-2019 06:55,3.02,0,6.03,0,0,90.95,7823,5053,311,290,2458,2119,0.09,0.06,0.06,Normal
10-04-2019 07:00,2.5,0,6.5,0,0,91,7823,5039,326,290,2457,2134,0.04,0.04,0.05,Normal
10-04-2019 07:05,2.51,0,6.03,0,0,91.46,7823,5040,325,290,2457,2133,0,0.02,0.05,Normal
10-04-2019 07:10,2.01,0,6.03,0,0,91.96,7823,5040,325,290,2457,2133,0,0.02,0.05,Normal
10-04-2019 07:15,1.51,0,6.03,0,0,92.46,7823,5040,325,290,2457,2133,0,0.01,0.05,Normal
10-04-2019 07:20,2,0,6.5,0,0,91.5,7823,5040,325,290,2457,2133,0,0.02,0.05,Normal
10-04-2019 07:25,5.05,0,13.64,0,0,81.31,7823,5040,324,290,2457,2133,0.01,0.02,0.05,Normal
10-04-2019 07:30,2.5,0,6,0,0,91.5,7823,5040,325,290,2457,2133,0,0.01,0.05,Normal
10-04-2019 07:35,3.02,0,9.55,0,0,87.44,7823,5039,325,290,2457,2134,0.02,0.02,0.05,Normal
10-04-2019 07:40,2.5,0,7,0,0,90.5,7823,5039,325,290,2457,2133,0.03,0.03,0.05,Normal
10-04-2019 07:45,2.5,0,8,0,0,89.5,7823,5040,325,290,2457,2133,0,0.03,0.05,Normal
10-04-2019 07:50,2,0,7.5,0,0,90.5,7823,5039,325,290,2457,2133,0.06,0.04,0.05,Normal
10-04-2019 07:55,2.01,0,7.04,0,0,90.95,7823,5039,325,290,2458,2133,0.01,0.05,0.05,Normal
10-04-2019 08:00,2.53,0,6.57,0,0,90.91,7823,5040,324,290,2458,2133,0.02,0.1,0.07,Normal
10-04-2019 08:05,2.01,0,7.04,0,0,90.95,7823,5040,324,290,2458,2133,0.07,0.07,0.06,Normal
10-04-2019 08:10,2.49,0,6.47,0,0,91.04,7823,5040,324,290,2458,2132,0,0.03,0.05,Normal
10-04-2019 08:15,3.03,0,7.58,0,0,89.39,7823,5053,311,290,2458,2120,0.32,0.11,0.07,Normal
10-04-2019 08:20,2.03,0,6.09,0,0,91.88,7823,5039,324,290,2459,2133,0.01,0.09,0.07,Normal
10-04-2019 08:25,3,0,6,0,0,91,7823,5040,323,290,2459,2133,0.04,0.05,0.05,Normal
10-04-2019 08:30,3.02,0,6.53,0,0,90.45,7823,5040,363,288,2419,2134,0.07,0.04,0.05,Normal
10-04-2019 08:35,3.02,0,8.04,0,0,88.94,7823,5053,349,288,2419,2121,0.05,0.06,0.05,Normal
10-04-2019 08:40,2.01,0,5.53,0,0,92.46,7823,5038,364,288,2420,2136,0.12,0.09,0.06,Normal
10-04-2019 08:45,14.57,0,9.55,0,0,75.88,7823,5168,233,288,2421,2006,0.33,0.17,0.09,Warning
10-04-2019 08:50,2.51,0,8.04,0,0,89.45,7823,5051,352,288,2419,2124,0.09,0.12,0.1,Normal
10-04-2019 08:55,3.02,0,7.54,0,0,89.45,7823,5034,573,285,2215,2144,0.05,0.12,0.12,Normal
10-04-2019 09:00,3,0,6.5,0,0,90.5,7823,5049,557,285,2215,2129,0.01,0.07,0.11,Normal
10-04-2019 09:05,3.54,0,8.59,0,0,87.88,7823,5165,440,285,2217,2012,0.5,0.14,0.12,Warning
10-04-2019 09:10,3,0,7.5,0,0,89.5,7823,5036,569,285,2217,2142,0.17,0.23,0.17,Normal
10-04-2019 09:15,3.02,0,6.03,0,0,90.95,7823,5176,428,285,2218,2000,0,0.11,0.13,Warning
10-04-2019 09:15,3,0,7.5,0,0,89.5,7823,5035,570,285,2216,2143,0,0.05,0.11,Normal
10-04-2019 09:20,25.5,0,5.5,0,0,69,7823,5074,531,285,2216,2105,0.45,0.32,0.22,Normal
10-04-2019 09:25,3.48,0,7.96,0,0,88.56,7823,5191,411,285,2219,1985,0.84,0.42,0.28,Warning
10-04-2019 09:30,3.48,0,5.97,0,0,90.55,7823,5088,515,285,2218,2090,0.24,0.23,0.23,Warning
10-04-2019 09:35,1.01,0,0.5,0,0,98.49,7823,5189,464,285,2168,1988,0.17,0.21,0.22,Warning
10-04-2019 09:40,15.08,0,8.54,0,0,76.38,7823,5230,422,285,2169,1946,0.08,0.12,0.19,Warning
10-04-2019 09:45,1.51,0,5.03,0,0,93.47,7823,5192,460,285,2170,1985,0.04,0.13,0.18,Warning
10-04-2019 09:50,3,0,6.5,0,0,90.5,7823,5218,433,285,2171,1958,0.27,0.27,0.23,Warning
10-04-2019 09:55,3.02,0,7.04,0,0,89.95,7823,5178,472,285,2172,1998,0.02,0.2,0.23,Warning
10-04-2019 10:00,7.11,0,16.75,0,0,76.14,7823,5219,429,285,2174,1957,0.08,0.24,0.24,Warning
10-04-2019 10:05,1.51,0,1.01,0,0,97.49,7823,5373,441,285,2007,1801,0.98,0.59,0.39,Warning
10-04-2019 10:10,4.04,0,8.59,0,0,87.37,7823,5556,298,285,1968,1614,0.29,0.35,0.33,Warning
10-04-2019 10:15,4.04,0,8.59,0,0,87.37,7823,5695,208,285,1919,1474,0.74,0.76,0.52,Critical
10-04-2019 10:20,9.84,0,19.69,0,0,70.47,7823,5386,521,285,1915,1788,0.08,0.4,0.44,Warning
10-04-2019 10:25,4.52,0,7.04,0,0,88.44,7823,5554,347,285,1920,1617,1.27,0.61,0.49,Warning
10-04-2019 10:30,2.54,0,6.6,0,0,90.86,7823,5342,744,285,1736,1832,0.09,0.4,0.45,Warning
10-04-2019 10:35,5.58,0,8.63,0,0,85.79,7823,5629,451,285,1742,1541,0.85,0.59,0.51,Warning
10-04-2019 10:40,36.18,0,17.09,0,0,46.73,7823,5470,610,285,1741,1703,0.7,0.52,0.48,Warning
10-04-2019 10:45,11.22,0,13.78,0,0,75,7823,5457,619,285,1745,1714,0.41,0.54,0.51,Warning
10-04-2019 10:50,3.02,0,6.03,0,0,90.95,7823,5290,785,285,1746,1883,0.29,0.7,0.62,Warning
10-04-2019 10:55,28.64,0,6.53,0,0,64.82,7823,5448,625,285,1749,1725,0.47,0.47,0.54,Warning
10-04-2019 11:00,55,0,17,0,0,28,7823,5696,372,285,1753,1474,0.09,0.43,0.53,Critical
10-04-2019 11:05,15.66,0,11.62,0,0,72.73,7823,5487,581,285,1753,1685,0.34,0.35,0.47,Warning
10-04-2019 11:10,6.5,0,13,0,0,80.5,7823,5523,543,285,1756,1649,0.42,0.31,0.42,Warning
10-04-2019 11:15,5.05,0,8.59,0,0,86.36,7823,5538,525,285,1759,1633,0.1,0.28,0.38,Warning
10-04-2019 11:20,7.69,0,13.85,0,0,78.46,7823,5802,256,285,1764,1366,1.61,0.73,0.52,Critical
10-04-2019 11:25,4.02,0,8.04,0,0,87.94,7823,5355,708,285,1759,1820,0.16,0.43,0.46,Warning
10-04-2019 11:30,3.02,0,7.54,0,0,89.45,7823,5589,469,285,1764,1582,0.76,0.75,0.6,Warning
10-04-2019 11:35,1.51,0,1.01,0,0,97.49,7823,5223,838,285,1761,1953,0.01,0.3,0.45,Warning
10-04-2019 11:40,31.66,0,5.03,0,0,63.32,7823,5574,478,285,1770,1598,0.12,0.36,0.45,Warning
10-04-2019 11:45,3.54,0,9.09,0,0,87.37,7823,5552,499,285,1771,1620,0.78,0.44,0.44,Warning
10-04-2019 11:50,3.02,0,10.05,0,0,86.93,7823,5250,802,285,1769,1925,0.2,0.28,0.37,Warning
10-04-2019 11:55,3.02,0,7.54,0,0,89.45,7823,5235,817,285,1770,1941,0.58,0.39,0.4,Warning
10-04-2019 12:00,33.67,0,4.59,0,0,61.73,7823,5524,523,285,1775,1648,1.01,0.61,0.5,Warning
10-04-2019 12:05,4.02,0,7.54,0,0,88.44,7823,5382,665,285,1775,1792,0.09,0.44,0.47,Warning
10-04-2019 12:10,4.02,0,7.04,0,0,88.94,7823,5367,678,285,1777,1807,0.63,0.45,0.45,Warning
10-04-2019 12:15,5.05,0,10.1,0,0,84.85,7823,5485,557,285,1780,1687,0.05,0.24,0.37,Warning
10-04-2019 12:20,4.04,0,9.6,0,0,86.36,7823,5472,568,285,1782,1701,0.38,0.41,0.41,Warning
10-04-2019 12:25,2.54,0,6.6,0,0,90.86,7823,5786,284,285,1752,1382,0.7,0.45,0.42,Critical
10-04-2019 12:30,4.52,0,11.56,0,0,83.92,7823,5304,768,285,1749,1869,0.39,0.52,0.47,Warning
10-04-2019 12:35,43,0,18,0,0,39,7823,5601,468,285,1752,1570,1.05,0.72,0.56,Warning
10-04-2019 12:40,3.55,0,8.63,0,0,87.82,7823,5603,462,285,1756,1567,0.35,0.7,0.62,Warning
10-04-2019 12:45,4.52,0,8.04,0,0,87.44,7823,5419,647,285,1755,1754,0.87,0.73,0.64,Warning
10-04-2019 12:50,33.83,0,15.92,0,0,50.25,7823,5524,539,285,1758,1648,0.38,0.66,0.65,Warning
10-04-2019 12:55,5.53,0,9.55,0,0,84.92,7823,5538,523,285,1761,1633,0.44,0.62,0.64,Warning
10-04-2019 13:00,9.42,0,16.23,0,0,74.35,7823,5701,356,285,1764,1468,1.22,0.7,0.65,Critical
10-04-2019 13:05,50.75,0,12.94,0,0,36.32,7823,5313,748,285,1761,1862,0.46,0.4,0.53,Warning
10-04-2019 13:10,2.54,0,8.63,0,0,88.83,7823,5394,665,285,1763,1780,0.3,0.38,0.48,Warning
